	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ1_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ2_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ3_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ4_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ5_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ6_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_G4_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB1_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB2_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB3_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB4_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB5_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB6_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG1_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG2_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG3_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG4_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG5_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG6_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL1_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL2_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL3_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL4_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL5_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL6_18S_ORCA_18S_S1_L001_R1_001_prinseq_good.extendedFrags.fasta
OTU137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	79	0	26	0	0	0	0	0	0
OTU138	11	9	5	2	2	2	6	2	1	4	8	6	17	11	0	8	4	2	7	9	9	6	2	0	2
OTU139	19	21	31	1	0	8	6	1	2	0	1	0	0	3	0	6	5	4	6	1	9	4	2	2	2
OTU140	5	11	3	1	1	2	8	3	0	1	0	3	0	7	10	12	14	15	16	5	6	7	1	1	1
OTU141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	20	34	15	7	16
OTU142	16	41	34	14	1	7	1	0	0	0	0	0	0	3	3	3	2	0	1	0	6	0	0	0	0
OTU143	2	0	2	1	3	1	4	0	1	0	0	0	0	24	19	25	10	11	21	3	2	0	2	1	0
OTU144	0	0	0	0	0	0	1	1	0	0	0	0	0	1	3	1	0	0	0	0	1	0	31	35	57
OTU145	0	1	0	29	14	2	0	0	0	0	0	0	0	0	1	0	1	0	2	0	2	0	32	33	14
OTU146	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	2	17	90	0	0	0	0	0	10	0
OTU147	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	46	48	24
OTU148	15	47	26	8	14	12	2	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU149	6	6	4	2	4	2	2	0	1	0	2	1	3	0	1	1	1	2	0	5	4	4	23	17	35
OTU150	2	3	5	4	3	3	18	0	2	2	0	1	1	4	4	9	6	4	6	12	5	5	9	4	12
OTU151	1	2	3	0	0	0	1	0	0	0	0	0	0	9	27	15	38	7	21	0	0	0	0	0	0
OTU152	0	0	0	0	0	0	0	9	9	11	21	11	20	2	1	1	1	2	0	10	2	1	8	7	8
OTU153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	24	5	37	7	10	34
OTU154	0	0	0	15	9	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	4	44	26	21
OTU155	0	0	3	0	0	0	2	1	0	0	1	2	1	0	0	0	2	0	0	16	0	0	23	26	42
OTU156	19	17	6	9	5	4	10	0	0	0	0	0	0	1	7	16	6	2	4	0	4	6	2	0	0
OTU157	3	10	5	1	2	3	1	3	4	1	1	1	5	13	8	11	6	11	5	5	2	5	1	0	5
OTU158	10	11	13	2	7	4	2	4	6	6	6	6	2	9	2	3	8	1	3	1	3	0	0	2	1
OTU159	4	3	0	27	27	3	0	0	4	4	4	0	0	1	8	6	3	1	2	1	5	2	4	1	1
OTU160	6	14	4	0	0	0	2	0	0	0	0	1	0	15	8	11	6	14	7	7	8	2	4	2	0
OTU161	2	6	0	3	2	3	5	2	3	1	1	0	1	34	5	11	10	9	9	0	2	1	0	0	1
OTU162	0	0	0	0	14	0	0	6	2	2	1	0	3	53	4	7	3	0	2	0	0	0	0	1	11
OTU163	8	8	2	6	1	2	4	0	0	0	0	0	2	10	6	10	14	16	7	6	2	1	1	0	3
OTU164	16	12	12	11	26	10	0	0	0	0	0	0	0	0	3	1	1	2	12	0	0	0	1	0	0
OTU165	1	3	0	1	0	0	0	4	3	4	4	4	4	11	8	15	22	6	15	0	0	0	0	1	0
OTU166	10	11	24	5	7	5	2	4	2	3	3	4	5	7	1	5	0	4	3	0	0	1	0	0	0
OTU167	0	1	0	10	4	29	2	0	0	0	0	0	0	3	7	0	2	0	13	3	2	0	13	11	5
OTU168	2	0	0	0	0	0	5	0	0	0	0	0	0	16	13	32	12	10	7	0	4	0	1	1	2
OTU169	3	0	0	27	24	10	0	0	0	0	0	0	0	0	12	1	0	0	27	0	0	0	0	0	0
OTU170	18	11	12	2	5	7	2	0	0	0	0	1	0	7	4	1	4	8	1	7	1	7	2	2	2
OTU171	0	0	0	0	0	0	0	11	12	21	38	20	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU172	11	5	10	4	3	4	0	1	2	0	0	0	1	10	12	8	9	8	6	2	4	1	0	0	1
OTU173	8	15	9	12	8	7	2	0	0	0	0	0	0	2	8	7	2	5	9	2	2	3	0	0	0
OTU174	22	9	8	5	1	9	4	2	0	2	0	1	3	8	5	3	6	2	3	0	1	3	1	2	0
OTU175	14	22	11	10	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	5	1	5	5	9	13
OTU176	14	32	13	1	6	5	6	1	0	1	1	1	1	1	2	3	2	1	2	2	2	0	0	0	3
OTU177	0	0	0	0	0	1	1	0	0	0	0	0	0	4	0	1	1	0	3	21	5	21	4	6	31
OTU178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	16	21	5	11	16
OTU179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	15	26	10	8	8
OTU180	1	2	1	1	7	6	3	7	11	11	4	7	4	5	2	9	7	5	3	0	0	0	0	0	0
OTU181	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	3
OTU182	0	0	1	1	0	0	8	2	2	1	0	0	0	0	2	4	1	4	4	9	15	13	14	4	9
OTU183	16	17	9	13	1	1	1	0	0	0	0	0	0	13	6	3	4	4	5	0	0	1	0	0	0
OTU184	0	0	0	0	0	0	0	46	6	7	11	18	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU185	8	12	3	5	4	9	0	0	0	0	0	0	1	24	6	7	2	5	5	0	0	1	1	0	0
OTU186	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	25	24	17	9	6	10
OTU187	2	1	1	0	1	2	2	4	1	2	0	4	3	15	5	20	10	13	6	0	0	1	0	0	0
OTU188	0	0	0	1	0	0	1	2	4	0	4	26	53	0	0	0	0	0	0	0	1	0	0	0	0
OTU189	3	7	0	5	1	1	3	0	0	0	0	0	0	1	5	7	3	7	4	7	18	18	0	0	2
OTU190	3	7	0	2	3	1	5	0	0	1	0	0	0	3	3	13	3	5	6	11	12	9	1	1	2
OTU191	0	0	0	0	0	0	0	3	7	6	17	23	33	0	0	0	0	0	0	0	0	0	0	0	0
OTU192	1	1	1	0	0	0	2	0	0	0	0	0	0	5	2	3	2	5	1	0	1	0	23	30	12
OTU193	2	1	1	13	16	6	0	0	0	0	0	0	0	5	10	6	5	2	11	0	0	0	0	2	9
OTU194	0	0	0	0	0	0	0	13	18	17	19	7	12	0	0	0	0	0	0	0	0	1	1	0	1
OTU195	3	0	3	3	3	4	5	1	0	1	2	1	5	3	5	4	4	2	15	8	3	6	2	3	2
OTU196	5	2	2	0	0	0	1	15	10	13	9	9	16	0	2	1	0	2	0	0	0	1	0	0	0
OTU197	0	0	0	0	1	1	10	7	6	5	3	3	5	1	1	7	0	7	2	14	4	4	4	1	2
OTU198	8	6	8	6	3	3	3	0	0	0	0	0	0	6	8	6	6	14	9	0	0	1	0	0	1
OTU199	0	0	0	0	0	0	2	17	20	12	9	19	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU200	9	14	18	1	1	2	3	3	0	1	0	0	2	8	4	3	5	2	3	4	2	2	0	0	0
OTU201	5	2	2	2	2	1	7	1	0	0	0	0	0	8	0	1	4	6	5	14	9	10	5	3	0
OTU202	1	2	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24	46	6
OTU203	5	1	5	4	1	2	7	0	1	0	0	2	1	8	5	8	11	8	10	1	4	0	2	0	0
OTU204	0	1	0	0	0	0	4	1	0	0	0	0	0	2	0	1	1	0	1	15	39	12	4	0	5
OTU205	0	0	0	4	29	41	0	0	0	0	0	0	0	4	3	0	3	0	1	0	0	0	0	0	0
OTU206	13	8	10	2	0	1	5	0	1	4	3	6	9	2	2	4	3	3	0	1	1	5	1	0	0
OTU207	4	12	4	1	1	1	4	0	0	0	1	0	0	3	9	7	3	6	9	4	8	5	0	1	1
OTU208	0	4	2	0	0	0	16	0	1	0	0	0	2	6	3	12	5	4	1	8	5	4	3	3	5
OTU209	1	1	1	3	1	1	3	10	8	5	7	7	7	4	1	5	4	5	0	2	0	0	2	0	5
OTU210	0	0	1	36	14	18	0	0	1	2	2	5	3	0	1	0	0	0	0	0	0	0	0	0	0
OTU211	8	5	8	13	7	9	0	0	1	2	3	0	0	0	0	0	0	0	0	1	0	1	9	12	2
OTU212	1	1	2	0	0	0	1	11	10	18	10	6	11	0	1	0	2	2	1	1	0	1	0	0	2
OTU213	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	12	18	11	4	10
OTU214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	5	46	0
OTU215	0	0	0	0	0	0	1	12	14	11	11	16	15	0	0	0	0	0	0	0	0	0	0	0	0
OTU216	3	5	10	4	0	6	6	0	0	0	0	2	1	6	5	7	2	4	0	3	7	5	0	2	2
OTU217	1	2	0	0	0	2	11	0	0	0	0	0	1	10	3	10	3	4	3	10	0	14	2	0	4
OTU218	0	0	1	1	1	0	0	2	3	2	2	0	0	4	2	4	2	3	7	12	7	20	0	5	1
OTU219	1	1	1	0	1	1	5	0	0	0	0	0	0	9	3	15	6	11	5	4	5	5	4	0	2
OTU220	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	2
OTU221	2	2	7	1	1	0	3	7	5	7	4	5	7	6	3	4	1	3	3	2	2	0	3	0	0
OTU222	5	0	2	14	9	4	0	0	0	0	0	0	0	0	2	0	0	0	42	0	0	0	0	0	0
OTU223	7	12	12	0	1	2	3	0	0	0	0	0	0	4	9	10	6	5	3	0	0	0	1	0	0
OTU224	0	0	0	0	0	0	0	13	20	22	11	1	8	0	0	0	0	0	0	0	0	0	0	0	0
OTU225	4	34	33	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU226	8	26	1	15	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU227	0	0	0	0	0	0	0	6	13	12	11	16	16	0	0	0	0	0	0	0	0	0	0	0	0
OTU228	11	21	3	8	9	2	0	0	0	0	0	0	0	8	0	3	0	1	1	0	0	0	5	0	0
OTU229	12	20	8	1	2	2	6	0	0	0	0	1	0	1	2	4	3	0	1	0	2	3	0	2	2
OTU230	0	0	0	0	65	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU231	0	0	0	0	0	0	0	10	19	7	11	14	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU232	0	3	5	6	1	2	1	0	0	0	0	0	0	3	3	4	2	1	1	7	8	12	1	5	5
OTU233	14	13	8	7	3	4	5	0	0	0	0	0	0	4	4	2	2	3	0	1	0	0	0	0	0
OTU234	2	1	15	2	0	4	7	2	0	0	0	0	1	6	0	3	0	1	2	1	6	3	7	2	5
OTU235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	18	3	12	5	6	24
OTU236	0	0	0	9	40	3	0	0	0	0	0	0	0	3	0	4	5	1	5	0	0	0	0	0	0
OTU237	4	27	9	17	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	1	5	8	11	37
OTU239	1	6	2	1	0	3	2	5	1	0	1	2	2	4	3	4	3	5	0	9	6	5	1	1	2
OTU240	1	0	3	0	1	0	4	1	13	7	3	10	10	2	1	5	2	0	0	0	4	1	0	0	0
OTU241	4	4	8	2	0	5	0	3	2	2	1	2	4	7	8	1	2	6	7	0	0	0	0	0	0
OTU242	6	6	1	0	1	1	2	1	2	0	2	0	0	6	6	5	2	4	4	3	4	8	2	2	0
OTU243	0	0	0	0	3	1	0	2	4	1	2	17	27	0	0	2	0	1	0	0	3	3	1	0	0
OTU244	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	3	3	2	15	13	24
OTU245	15	22	12	4	3	5	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
OTU246	2	4	15	2	3	2	6	0	0	0	0	1	1	2	3	2	1	6	0	2	4	4	3	2	0
OTU247	0	1	1	0	0	0	0	6	12	10	10	14	11	0	0	0	0	0	0	0	0	0	0	0	0
OTU248	0	0	0	0	0	0	4	0	0	0	0	0	0	3	3	6	7	8	1	10	7	8	3	2	3
OTU249	0	0	0	0	0	1	1	5	3	2	0	2	1	11	2	14	5	17	1	0	0	0	0	0	0
OTU250	2	9	10	1	2	0	0	0	0	0	0	0	0	2	5	0	2	3	6	4	4	10	3	1	1
OTU251	8	12	8	9	0	2	2	1	2	0	0	2	0	12	0	1	0	0	3	1	1	0	0	1	0
OTU252	0	0	0	1	0	0	12	0	1	0	1	0	2	0	0	2	3	40	0	0	2	1	0	0	0
OTU253	0	0	0	21	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	11	13
OTU254	0	0	0	0	0	0	2	5	11	15	12	3	14	0	0	0	0	0	0	0	0	0	0	0	1
OTU255	0	0	0	4	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	18	23	11
OTU256	0	0	0	0	0	0	4	0	0	0	0	0	0	6	5	9	3	1	6	8	4	6	2	5	3
OTU257	10	9	10	3	1	5	3	0	0	0	0	0	0	2	4	2	4	3	2	1	1	1	0	1	0
OTU258	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	20	16	20
OTU259	0	0	0	49	0	7	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0
OTU260	0	1	4	0	0	0	4	2	3	4	6	1	0	4	1	3	6	0	5	10	2	3	1	0	1
OTU261	0	0	0	0	0	1	2	0	0	0	0	0	1	2	5	6	11	2	3	8	6	9	1	1	3
OTU262	4	1	0	0	1	0	1	0	0	0	0	0	1	9	3	15	6	4	15	0	0	0	0	0	1
OTU263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	23	0
OTU264	0	0	0	0	0	0	0	0	0	2	4	55	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU265	0	1	5	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	1	16	10	10	1	3	8
OTU266	6	0	0	0	0	0	2	0	0	0	0	0	0	8	9	7	4	14	7	1	0	0	2	0	0
OTU267	4	1	3	3	3	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	5
OTU268	0	0	0	0	0	0	0	7	7	10	12	8	16	0	0	0	0	0	0	0	0	0	0	0	0
OTU269	7	9	13	4	6	6	1	0	0	1	1	1	3	0	0	0	0	0	0	1	1	1	0	5	0
OTU270	3	4	3	3	1	2	2	0	0	0	0	1	1	1	1	3	0	2	1	10	12	7	2	1	0
OTU271	1	0	2	0	0	0	7	4	2	8	6	10	9	0	3	1	2	2	3	0	0	0	0	0	0
OTU272	0	0	0	0	0	0	0	5	11	2	15	13	14	0	0	0	0	0	0	0	0	0	0	0	0
OTU273	2	1	3	3	0	0	0	1	1	2	1	0	3	13	4	15	5	5	1	0	0	0	0	0	0
OTU274	0	0	0	2	6	2	0	1	0	0	0	1	1	2	0	0	4	0	1	6	25	6	1	0	1
OTU275	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	21	16	2	0	1
OTU276	0	1	0	0	0	0	0	0	1	0	0	0	0	0	20	0	4	0	33	0	0	0	0	0	0
OTU277	0	1	0	0	1	0	5	7	5	8	10	10	3	2	1	3	1	1	0	0	0	0	0	1	0
OTU278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	26	10	3	2	5
OTU279	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	18	14	10	2	4	4
OTU280	0	0	0	9	8	30	0	0	0	0	0	0	0	0	4	0	2	0	5	0	0	0	0	0	0
OTU281	0	0	0	0	0	0	1	2	7	1	3	5	8	0	1	3	0	0	0	10	9	1	2	2	3
OTU282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	11	6	1	13
OTU283	2	3	4	0	0	1	5	2	0	1	0	1	1	2	1	5	5	4	2	5	6	3	0	3	2
OTU284	0	1	2	0	1	1	1	2	2	2	0	0	2	5	1	3	9	4	0	7	9	3	1	1	1
OTU285	0	0	0	0	0	0	0	8	10	8	8	11	13	0	0	0	0	0	0	0	0	0	0	0	0
OTU286	0	2	0	0	0	2	51	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OTU287	17	15	18	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU288	15	0	8	4	6	19	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1
OTU289	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	1	8	3	3	29
OTU290	2	4	2	2	0	2	4	1	0	0	0	1	2	3	9	2	5	3	4	1	6	2	0	0	1
OTU291	0	0	0	13	11	27	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0
OTU292	0	1	1	0	0	0	1	13	4	10	6	9	8	2	0	0	1	0	0	0	0	0	0	0	0
OTU293	1	0	0	0	0	1	1	0	0	0	0	1	1	4	5	1	6	1	5	9	8	7	2	0	3
OTU294	11	5	8	2	1	1	1	1	1	0	0	0	0	6	1	2	4	3	1	3	1	1	2	1	0
OTU295	0	0	1	9	0	24	0	0	0	0	0	0	0	2	7	2	3	1	6	0	0	0	0	0	0
OTU296	2	4	2	0	41	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
OTU297	2	0	2	1	0	0	0	0	0	2	0	0	0	3	8	9	12	3	13	0	0	0	0	0	0
OTU298	1	14	1	5	0	1	20	1	0	0	0	0	1	0	0	1	1	2	3	1	0	0	1	2	0
OTU299	0	0	0	0	45	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU300	8	3	8	3	0	1	0	0	0	0	0	0	0	2	9	2	4	2	3	2	7	0	0	0	0
OTU301	0	0	0	0	0	0	2	0	0	0	2	1	0	2	10	5	5	3	14	1	3	2	1	3	0
OTU302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	28	11
OTU303	2	2	0	0	0	2	7	8	3	11	7	6	4	0	0	0	0	0	0	1	1	0	0	0	0
OTU304	0	1	0	0	0	0	3	1	0	0	1	0	0	11	0	2	7	4	0	3	12	2	4	0	3
OTU305	0	0	1	20	23	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU306	0	0	0	9	6	30	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	1	0
OTU307	0	0	0	0	0	0	17	7	7	5	5	10	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU308	2	4	4	0	0	0	0	0	0	0	0	0	0	6	11	3	8	6	9	0	0	0	0	0	0
OTU309	1	1	0	0	0	1	15	0	0	0	0	0	1	1	3	5	3	2	3	4	2	3	3	0	5
OTU310	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	9	19	20
OTU311	5	6	6	3	1	5	0	1	0	1	0	2	0	2	0	4	1	1	2	3	4	4	1	1	0
OTU312	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	8	5	2	8	10	6	3	3	1	0
OTU313	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	10	16	8	4	3	5
OTU314	0	0	0	1	0	0	50	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU315	1	2	0	0	2	0	1	0	0	0	0	1	0	2	8	3	2	2	4	4	5	4	2	3	6
OTU316	1	2	0	1	0	1	0	0	2	0	0	0	0	9	5	4	11	2	10	1	2	1	0	0	0
OTU317	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	3	5	6	9	5	18
OTU318	4	2	3	4	0	1	2	0	0	0	0	0	0	4	1	1	5	2	3	4	4	12	0	0	0
OTU319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	35	6	5
OTU320	0	1	0	3	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	18	11	11
OTU321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	5	7	34
OTU322	2	2	0	0	0	0	11	2	0	0	2	0	6	4	0	1	4	7	2	0	2	0	0	1	4
OTU323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	16	13	6	3	0
OTU324	1	2	1	2	0	0	2	4	7	3	6	8	6	2	0	2	1	0	1	1	0	1	0	0	0
OTU325	0	0	0	0	0	0	1	2	0	1	1	0	2	0	2	6	8	1	22	1	1	0	1	0	1
OTU326	3	5	2	10	12	2	0	0	0	0	0	0	0	1	1	9	0	0	0	4	0	0	0	0	1
OTU327	0	6	1	1	0	0	1	1	0	0	1	2	2	4	1	2	2	2	3	8	3	5	2	2	0
OTU328	0	4	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	16	5	10	2	3
OTU329	3	9	0	0	0	0	2	0	0	0	0	0	0	4	2	4	5	8	4	2	0	3	2	0	1
OTU330	1	0	0	0	0	0	1	5	6	4	12	11	8	0	0	0	1	0	0	0	0	0	0	0	0
OTU331	1	4	2	2	0	4	6	2	0	1	5	0	0	3	0	3	0	5	1	2	3	0	4	1	0
OTU332	3	0	4	2	0	3	0	0	0	0	0	0	0	2	5	8	9	6	7	0	0	0	0	0	0
OTU333	3	3	1	1	0	2	4	0	0	0	1	0	0	5	2	1	5	1	2	4	7	2	2	0	2
OTU334	1	4	7	1	0	0	4	0	0	0	0	0	0	1	5	6	5	9	4	1	0	0	0	0	0
OTU335	0	0	0	0	0	0	0	0	0	0	0	0	0	8	16	4	0	2	16	0	1	0	0	0	0
OTU336	1	1	0	8	18	10	0	0	2	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0
OTU337	7	8	5	3	0	5	3	0	0	0	0	0	0	2	3	2	2	2	2	0	0	0	1	2	0
OTU338	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	14	20	0	0	0
OTU339	0	0	0	0	0	0	10	0	2	1	1	1	0	0	0	0	0	0	0	7	3	19	2	0	1
OTU340	1	2	1	0	0	1	12	1	0	2	0	0	0	0	0	1	1	0	0	6	13	1	1	2	2
OTU341	2	0	1	1	0	0	0	4	5	6	2	2	11	0	2	1	1	2	0	0	1	4	0	0	1
OTU342	1	1	1	0	0	1	0	10	6	4	11	6	4	0	1	0	0	0	0	0	0	0	0	0	0
OTU343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	3	0	13	0	0	0	0	0	0
OTU344	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	2	2	1	1	9	2	8	1	3	11
OTU345	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	17	7	9	2	1
OTU346	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	9	0	24	0	0	0	0	0	0
OTU347	1	5	4	4	2	0	3	0	1	1	1	1	0	1	0	0	0	1	2	7	3	5	1	0	2
OTU348	4	0	7	9	7	11	0	0	0	0	0	0	0	2	2	0	1	0	2	0	0	0	0	0	0
OTU349	0	0	0	0	0	0	2	9	5	5	5	13	3	1	0	0	0	0	1	0	0	0	0	1	0
OTU350	0	1	0	3	0	0	2	0	0	0	0	0	0	5	6	3	5	6	5	1	2	0	0	1	4
OTU351	1	1	0	0	0	1	1	0	2	0	0	0	0	1	0	1	0	1	1	18	9	2	0	2	3
OTU352	8	15	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU353	9	8	5	2	3	3	1	0	0	0	0	0	0	1	3	3	1	3	2	0	0	0	0	0	0
OTU354	19	6	13	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
